# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	decimals	mode
002354	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	4	awayfromzero
002355	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	5	awayfromzero
002356	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	6	awayfromzero
002357	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	7	awayfromzero
002358	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	8	awayfromzero
002359	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	9	awayfromzero
002360	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	10	awayfromzero
002361	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	11	awayfromzero
002362	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	12	awayfromzero
002363	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	13	awayfromzero
002364	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	14	awayfromzero
002365	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	15	awayfromzero
002366	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	16	awayfromzero
002367	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	17	awayfromzero
002368	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	18	awayfromzero
002369	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	19	awayfromzero
002370	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	20	awayfromzero
002371	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	21	awayfromzero
002372	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	22	awayfromzero
002373	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	23	awayfromzero
002374	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	24	awayfromzero
002375	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	25	awayfromzero
002376	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	26	awayfromzero
002377	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	27	awayfromzero
002378	ok	499602d2,00000000,00000000,00040000	499602d2,00000000,00000000,00040000	28	awayfromzero
002379	ok	0001e241,00000000,00000000,80000000	499602d4,00000000,00000000,80040000	0	toeven
002380	ok	0012d688,00000000,00000000,80010000	499602d4,00000000,00000000,80040000	1	toeven
002381	ok	00bc614f,00000000,00000000,80020000	499602d4,00000000,00000000,80040000	2	toeven
002382	ok	075bcd15,00000000,00000000,80030000	499602d4,00000000,00000000,80040000	3	toeven
002383	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	4	toeven
002384	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	5	toeven
002385	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	6	toeven
002386	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	7	toeven
002387	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	8	toeven
002388	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	9	toeven
002389	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	10	toeven
002390	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	11	toeven
002391	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	12	toeven
002392	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	13	toeven
002393	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	14	toeven
002394	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	15	toeven
002395	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	16	toeven
002396	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	17	toeven
002397	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	18	toeven
002398	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	19	toeven
002399	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	20	toeven
002400	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	21	toeven
002401	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	22	toeven
002402	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	23	toeven
002403	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	24	toeven
002404	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	25	toeven
002405	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	26	toeven
002406	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	27	toeven
002407	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	28	toeven
002408	ok	0001e241,00000000,00000000,80000000	499602d4,00000000,00000000,80040000	0	awayfromzero
002409	ok	0012d688,00000000,00000000,80010000	499602d4,00000000,00000000,80040000	1	awayfromzero
002410	ok	00bc614f,00000000,00000000,80020000	499602d4,00000000,00000000,80040000	2	awayfromzero
002411	ok	075bcd15,00000000,00000000,80030000	499602d4,00000000,00000000,80040000	3	awayfromzero
002412	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	4	awayfromzero
002413	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	5	awayfromzero
002414	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	6	awayfromzero
002415	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	7	awayfromzero
002416	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	8	awayfromzero
002417	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	9	awayfromzero
002418	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	10	awayfromzero
002419	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	11	awayfromzero
002420	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	12	awayfromzero
002421	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	13	awayfromzero
002422	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	14	awayfromzero
002423	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	15	awayfromzero
002424	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	16	awayfromzero
002425	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	17	awayfromzero
002426	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	18	awayfromzero
002427	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	19	awayfromzero
002428	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	20	awayfromzero
002429	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	21	awayfromzero
002430	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	22	awayfromzero
002431	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	23	awayfromzero
002432	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	24	awayfromzero
002433	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	25	awayfromzero
002434	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	26	awayfromzero
002435	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	27	awayfromzero
002436	ok	499602d4,00000000,00000000,80040000	499602d4,00000000,00000000,80040000	28	awayfromzero
002437	ok	000004d3,00000000,00000000,00000000	075bcd15,00000000,00000000,00050000	0	toeven
002438	ok	0000303a,00000000,00000000,00010000	075bcd15,00000000,00000000,00050000	1	toeven
002439	ok	0001e241,00000000,00000000,00020000	075bcd15,00000000,00000000,00050000	2	toeven
002440	ok	0012d688,00000000,00000000,00030000	075bcd15,00000000,00000000,00050000	3	toeven
002441	ok	00bc614f,00000000,00000000,00040000	075bcd15,00000000,00000000,00050000	4	toeven
002442	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	5	toeven
002443	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	6	toeven
002444	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	7	toeven
002445	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	8	toeven
002446	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	9	toeven
002447	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	10	toeven
002448	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	11	toeven
002449	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	12	toeven
002450	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	13	toeven
002451	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	14	toeven
002452	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	15	toeven
002453	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	16	toeven
002454	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	17	toeven
002455	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	18	toeven
002456	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	19	toeven
002457	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	20	toeven
002458	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	21	toeven
002459	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	22	toeven
002460	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	23	toeven
002461	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	24	toeven
002462	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	25	toeven
002463	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	26	toeven
002464	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	27	toeven
002465	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	28	toeven
002466	ok	000004d3,00000000,00000000,00000000	075bcd15,00000000,00000000,00050000	0	awayfromzero
002467	ok	0000303a,00000000,00000000,00010000	075bcd15,00000000,00000000,00050000	1	awayfromzero
002468	ok	0001e241,00000000,00000000,00020000	075bcd15,00000000,00000000,00050000	2	awayfromzero
002469	ok	0012d688,00000000,00000000,00030000	075bcd15,00000000,00000000,00050000	3	awayfromzero
002470	ok	00bc614f,00000000,00000000,00040000	075bcd15,00000000,00000000,00050000	4	awayfromzero
002471	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	5	awayfromzero
002472	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	6	awayfromzero
002473	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	7	awayfromzero
002474	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	8	awayfromzero
002475	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	9	awayfromzero
002476	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	10	awayfromzero
002477	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	11	awayfromzero
002478	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	12	awayfromzero
002479	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	13	awayfromzero
002480	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	14	awayfromzero
002481	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	15	awayfromzero
002482	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	16	awayfromzero
002483	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	17	awayfromzero
002484	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	18	awayfromzero
002485	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	19	awayfromzero
002486	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	20	awayfromzero
002487	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	21	awayfromzero
002488	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	22	awayfromzero
002489	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	23	awayfromzero
002490	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	24	awayfromzero
002491	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	25	awayfromzero
002492	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	26	awayfromzero
002493	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	27	awayfromzero
002494	ok	075bcd15,00000000,00000000,00050000	075bcd15,00000000,00000000,00050000	28	awayfromzero
002495	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	0	toeven
002496	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	1	toeven
002497	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	2	toeven
002498	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	3	toeven
002499	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	4	toeven
002500	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	5	toeven
002501	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	6	toeven
002502	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	7	toeven
002503	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	8	toeven
002504	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	9	toeven
002505	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	10	toeven
002506	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	11	toeven
002507	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	12	toeven
002508	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	13	toeven
002509	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	14	toeven
002510	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	15	toeven
002511	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	16	toeven
002512	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	17	toeven
002513	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	18	toeven
002514	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	19	toeven
002515	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	20	toeven
002516	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	21	toeven
002517	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	22	toeven
002518	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	23	toeven
002519	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	24	toeven
002520	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	25	toeven
002521	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	26	toeven
002522	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	27	toeven
002523	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	28	toeven
002524	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	0	awayfromzero
002525	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	1	awayfromzero
002526	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	2	awayfromzero
002527	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	3	awayfromzero
002528	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	4	awayfromzero
002529	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	5	awayfromzero
002530	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	6	awayfromzero
002531	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	7	awayfromzero
002532	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	8	awayfromzero
002533	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	9	awayfromzero
002534	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	10	awayfromzero
002535	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	11	awayfromzero
002536	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	12	awayfromzero
002537	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	13	awayfromzero
002538	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	14	awayfromzero
002539	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	15	awayfromzero
002540	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	16	awayfromzero
002541	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	17	awayfromzero
002542	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	18	awayfromzero
002543	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	19	awayfromzero
002544	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	20	awayfromzero
002545	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	21	awayfromzero
002546	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	22	awayfromzero
002547	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	23	awayfromzero
002548	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	24	awayfromzero
002549	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	25	awayfromzero
002550	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	26	awayfromzero
002551	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	27	awayfromzero
002552	ok	c56536c8,000029c7,00000000,00000000	c56536c8,000029c7,00000000,00000000	28	awayfromzero
002553	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	0	toeven
002554	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	1	toeven
002555	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	2	toeven
002556	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	3	toeven
002557	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	4	toeven
002558	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	5	toeven
002559	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	6	toeven
002560	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	7	toeven
002561	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	8	toeven
002562	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	9	toeven
002563	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	10	toeven
002564	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	11	toeven
002565	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	12	toeven
002566	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	13	toeven
002567	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	14	toeven
002568	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	15	toeven
002569	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	16	toeven
002570	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	17	toeven
002571	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	18	toeven
002572	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	19	toeven
002573	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	20	toeven
002574	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	21	toeven
002575	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	22	toeven
002576	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	23	toeven
002577	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	24	toeven
002578	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	25	toeven
002579	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	26	toeven
002580	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	27	toeven
002581	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	28	toeven
002582	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	0	awayfromzero
002583	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	1	awayfromzero
002584	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	2	awayfromzero
002585	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	3	awayfromzero
002586	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	4	awayfromzero
002587	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	5	awayfromzero
002588	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	6	awayfromzero
002589	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	7	awayfromzero
002590	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	8	awayfromzero
002591	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	9	awayfromzero
002592	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	10	awayfromzero
002593	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	11	awayfromzero
002594	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	12	awayfromzero
002595	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	13	awayfromzero
002596	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	14	awayfromzero
002597	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	15	awayfromzero
002598	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	16	awayfromzero
002599	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	17	awayfromzero
002600	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	18	awayfromzero
002601	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	19	awayfromzero
002602	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	20	awayfromzero
002603	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	21	awayfromzero
002604	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	22	awayfromzero
002605	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	23	awayfromzero
002606	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	24	awayfromzero
002607	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	25	awayfromzero
002608	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	26	awayfromzero
002609	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	27	awayfromzero
002610	ok	029f31fd,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000	28	awayfromzero
002611	ok	00000000,00000000,00000000,80000000	00000001,00000000,00000000,80010000	0	toeven
002612	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	1	toeven
002613	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	2	toeven
002614	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	3	toeven
002615	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	4	toeven
002616	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	5	toeven
002617	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	6	toeven
002618	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	7	toeven
002619	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	8	toeven
002620	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	9	toeven
002621	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	10	toeven
002622	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	11	toeven
002623	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	12	toeven
002624	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	13	toeven
002625	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	14	toeven
002626	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	15	toeven
002627	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	16	toeven
002628	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	17	toeven
002629	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	18	toeven
002630	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	19	toeven
002631	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	20	toeven
002632	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	21	toeven
002633	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	22	toeven
002634	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	23	toeven
002635	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	24	toeven
002636	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	25	toeven
002637	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	26	toeven
002638	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	27	toeven
