# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a
000340	ok	0000001f,00000000,00000000,00000000	3cd1f2fb,59b17ca0,65006abd,001b0000
000341	ok	00000000,00000000,00000000,80000000	8a6e905f,00000000,00000000,80170000
000342	ok	00c2a6b5,00000000,00000000,80000000	b68e8c9a,b108c407,00000000,800c0000
000343	ok	d5d3511f,00000002,00000000,00000000	e890f863,a8fe9189,00000000,00090000
000344	ok	00000029,00000000,00000000,80000000	18959691,00000000,00000000,80070000
000345	ok	2c665ac2,526e0fd3,00000000,80000000	93900e6a,5789473d,bfec10fc,800a0000
000346	ok	00000000,00000000,00000000,00000000	702fb1a0,6c57082d,00000000,00150000
000347	ok	00000000,00000000,00000000,00000000	6f41b386,00000000,00000000,000a0000
000348	ok	00000174,00000000,00000000,00000000	b5e8b74f,33bb234a,00000000,00100000
000349	ok	007f910d,00000000,00000000,00000000	391669f4,74056a71,00000000,000c0000
000350	ok	b8d96608,00000000,00000000,80000000	966a33c6,00000000,010087a2,80110000
000351	ok	0017cf66,00000000,00000000,80000000	e11edfc6,15a7bc0b,00000000,800c0000
000352	ok	00000000,00000000,00000000,80000000	df8ba520,61a21214,00000000,80130000
000353	ok	001d37bd,00000000,00000000,00000000	7221bae7,00000000,00000000,00030000
000354	ok	00057a71,00000000,00000000,00000000	cfde81e0,31d32238,00000000,000d0000
000355	ok	bcaf28a4,d884afa2,020dc1ef,00000000	b46be033,93d49b91,cd5fc1b0,00020000
000356	ok	00000000,00000000,00000000,80000000	dc117d1c,00000000,00000000,800f0000
000357	ok	00000000,00000000,00000000,80000000	15ccc54a,77b3152f,00000000,80150000
000358	ok	00000000,00000000,00000000,00000000	d3f05d6b,525876dd,00000000,001c0000
000359	ok	00269447,00000000,00000000,80000000	96b3365c,00000000,00000000,80030000
000360	ok	8c555572,f7638502,0001661a,00000000	c559da2c,9f7bb389,36a47d5f,00040000
000361	ok	00377b7b,00000000,00000000,80000000	7d154014,3275fdaf,00000000,800c0000
000362	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000
000363	ok	659025e3,00000000,00000000,80000000	9ead7a20,ec784fda,00000000,800a0000
000364	ok	00000000,00000000,00000000,00000000	73dc518e,aec9b893,00000000,001a0000
000365	ok	2cd11024,000001da,00000000,00000000	6861ced2,00000000,41ce1518,00100000
000366	ok	004e3b51,00000000,00000000,80000000	943e1d64,4726bd0c,00000000,800c0000
000367	ok	00000002,00000000,00000000,80000000	63c16414,1c2ee99b,00000000,80120000
000368	ok	00000002,00000000,00000000,80000000	87fb0d53,00000000,00000000,80090000
000369	ok	0000150f,00000000,00000000,80000000	a1310f5d,4ad356be,00000000,800f0000
000370	ok	00000001,00000000,00000000,00000000	38d387c3,2a1c1a81,31aa1dd2,001c0000
000371	ok	00009f96,00000000,00000000,00000000	f3837e00,00000000,00000000,00050000
000372	ok	68acf25a,0073ad79,00000000,80000000	e38eab4f,2d2fc36c,00000000,80020000
000373	ok	00000000,00000000,00000000,80000000	94768a22,b900aeae,00000000,80160000
000374	ok	00005502,00000000,00000000,80000000	0cf8c03f,00000000,00000000,80040000
000375	ok	02048a53,00000000,00000000,80000000	ec5028d2,61c0fa16,6d61b52f,80150000
000376	ok	00000000,00000000,00000000,80000000	705e48d9,dfc16262,00000000,801c0000
000377	ok	00000000,00000000,00000000,80000000	aeb77681,00000000,00000000,80140000
000378	ok	000033da,00000000,00000000,00000000	57189a62,b8397a44,00000000,000f0000
000379	ok	54cba9b7,00000152,00000000,80000000	802e29fc,c9a93fc6,00000000,80070000
000380	ok	48e4f9a9,5b3cf772,00000000,00000000	fc555251,00000000,d46e2cf7,000a0000
000381	ok	8c650976,007b86fa,00000000,80000000	d777b21a,3040b9de,00000000,80020000
000382	ok	00f4c6fe,00000000,00000000,80000000	a9862658,de9fa8e6,00000000,800c0000
000383	ok	12b82057,00000000,00000000,00000000	bb314368,00000000,00000000,00010000
000384	ok	12bec450,00000000,00000000,80000000	d6824d87,2ba4fff0,00000000,800a0000
000385	ok	b5762ce9,25ae9b10,0000003b,80000000	a443e376,381510d8,23412553,80070000
000386	ok	00000000,00000000,00000000,00000000	7993ff0d,00000000,00000000,000a0000
000387	ok	092f80f2,00000000,00000000,80000000	e2332474,d5de3642,00000000,800b0000
000388	ok	00000001,00000000,00000000,80000000	417cf478,982bf50c,00000000,80130000
000389	ok	00000000,00000000,00000000,80000000	a2127ae5,00000000,00000000,800f0000
000390	ok	0033c77a,00000000,00000000,80000000	f869e17d,a2dc27a6,6da59101,80160000
000391	ok	0000c547,00000000,00000000,00000000	75f072c2,46166cef,00000000,000e0000
000392	ok	00000000,00000000,00000000,00000000	b3305b47,00000000,00000000,000d0000
000393	ok	d96d009c,0000008d,00000000,80000000	7e957b16,087472e7,00000000,80060000
000394	ok	93e5cc98,016ecb63,00000000,80000000	c5c3eb6c,8f4772e5,00000000,80020000
000395	ok	000486d4,00000000,00000000,00000000	a21b3aff,00000000,5fdb3568,00170000
000396	ok	001411e6,00000000,00000000,80000000	e8284d49,b688f2db,00000000,800d0000
000397	ok	a6b85ba6,00000184,00000000,00000000	ccdd5bfc,e7a77979,00000000,00070000
000398	ok	001bce7a,00000000,00000000,80000000	6c9e8d83,00000000,00000000,80030000
000399	ok	0014298c,00000000,00000000,00000000	059f3a19,b76001de,00000000,000d0000
000400	ok	0000163e,00000000,00000000,00000000	89adbee7,5f4328bc,b7fbcd4b,00190000
000401	ok	00000000,00000000,00000000,00000000	ae94087f,00000000,00000000,00100000
000402	ok	02ee3470,00000000,00000000,00000000	d51e409b,443b114b,00000000,000b0000
000403	ok	14915ded,00000022,00000000,00000000	4d47f7ad,cb227a08,00000000,00080000
000404	ok	00000000,00000000,00000000,00000000	35af5cc6,00000000,00000000,00140000
