# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	format	culture
007022	ok	79228162514264337593543950335.00000	ffffffff,ffffffff,ffffffff,00000000	f5	en-US
007023	ok	79228162514264337593543950335.000000	ffffffff,ffffffff,ffffffff,00000000	f6	invariant
007024	ok	79228162514264337593543950335.000000	ffffffff,ffffffff,ffffffff,00000000	f6	en-US
007025	ok	79228162514264337593543950335.0000000	ffffffff,ffffffff,ffffffff,00000000	f7	invariant
007026	ok	79228162514264337593543950335.0000000	ffffffff,ffffffff,ffffffff,00000000	f7	en-US
007027	ok	79228162514264337593543950335.00000000	ffffffff,ffffffff,ffffffff,00000000	f8	invariant
007028	ok	79228162514264337593543950335.00000000	ffffffff,ffffffff,ffffffff,00000000	f8	en-US
007029	ok	79228162514264337593543950335.000000000	ffffffff,ffffffff,ffffffff,00000000	f9	invariant
007030	ok	79228162514264337593543950335.000000000	ffffffff,ffffffff,ffffffff,00000000	f9	en-US
007031	ok	79228162514264337593543950335.000000000000000	ffffffff,ffffffff,ffffffff,00000000	f15	invariant
007032	ok	79228162514264337593543950335.000000000000000	ffffffff,ffffffff,ffffffff,00000000	f15	en-US
007033	ok	79228162514264337593543950335.0000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	f28	invariant
007034	ok	79228162514264337593543950335.0000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	f28	en-US
007035	ok	79228162514264337593543950335.000000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	f30	invariant
007036	ok	79228162514264337593543950335.000000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	f30	en-US
007037	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	G	invariant
007038	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	G	en-US
007039	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	G0	invariant
007040	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	G0	en-US
007041	ok	8E+28	ffffffff,ffffffff,ffffffff,00000000	G1	invariant
007042	ok	8E+28	ffffffff,ffffffff,ffffffff,00000000	G1	en-US
007043	ok	7.9E+28	ffffffff,ffffffff,ffffffff,00000000	G2	invariant
007044	ok	7.9E+28	ffffffff,ffffffff,ffffffff,00000000	G2	en-US
007045	ok	7.92E+28	ffffffff,ffffffff,ffffffff,00000000	G3	invariant
007046	ok	7.92E+28	ffffffff,ffffffff,ffffffff,00000000	G3	en-US
007047	ok	7.923E+28	ffffffff,ffffffff,ffffffff,00000000	G4	invariant
007048	ok	7.923E+28	ffffffff,ffffffff,ffffffff,00000000	G4	en-US
007049	ok	7.9228E+28	ffffffff,ffffffff,ffffffff,00000000	G5	invariant
007050	ok	7.9228E+28	ffffffff,ffffffff,ffffffff,00000000	G5	en-US
007051	ok	7.92282E+28	ffffffff,ffffffff,ffffffff,00000000	G6	invariant
007052	ok	7.92282E+28	ffffffff,ffffffff,ffffffff,00000000	G6	en-US
007053	ok	7.922816E+28	ffffffff,ffffffff,ffffffff,00000000	G7	invariant
007054	ok	7.922816E+28	ffffffff,ffffffff,ffffffff,00000000	G7	en-US
007055	ok	7.9228163E+28	ffffffff,ffffffff,ffffffff,00000000	G8	invariant
007056	ok	7.9228163E+28	ffffffff,ffffffff,ffffffff,00000000	G8	en-US
007057	ok	7.92281625E+28	ffffffff,ffffffff,ffffffff,00000000	G9	invariant
007058	ok	7.92281625E+28	ffffffff,ffffffff,ffffffff,00000000	G9	en-US
007059	ok	7.92281625142643E+28	ffffffff,ffffffff,ffffffff,00000000	G15	invariant
007060	ok	7.92281625142643E+28	ffffffff,ffffffff,ffffffff,00000000	G15	en-US
007061	ok	7.922816251426433759354395034E+28	ffffffff,ffffffff,ffffffff,00000000	G28	invariant
007062	ok	7.922816251426433759354395034E+28	ffffffff,ffffffff,ffffffff,00000000	G28	en-US
007063	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	G30	invariant
007064	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	G30	en-US
007065	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	g	invariant
007066	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	g	en-US
007067	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	g0	invariant
007068	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	g0	en-US
007069	ok	8e+28	ffffffff,ffffffff,ffffffff,00000000	g1	invariant
007070	ok	8e+28	ffffffff,ffffffff,ffffffff,00000000	g1	en-US
007071	ok	7.9e+28	ffffffff,ffffffff,ffffffff,00000000	g2	invariant
007072	ok	7.9e+28	ffffffff,ffffffff,ffffffff,00000000	g2	en-US
007073	ok	7.92e+28	ffffffff,ffffffff,ffffffff,00000000	g3	invariant
007074	ok	7.92e+28	ffffffff,ffffffff,ffffffff,00000000	g3	en-US
007075	ok	7.923e+28	ffffffff,ffffffff,ffffffff,00000000	g4	invariant
007076	ok	7.923e+28	ffffffff,ffffffff,ffffffff,00000000	g4	en-US
007077	ok	7.9228e+28	ffffffff,ffffffff,ffffffff,00000000	g5	invariant
007078	ok	7.9228e+28	ffffffff,ffffffff,ffffffff,00000000	g5	en-US
007079	ok	7.92282e+28	ffffffff,ffffffff,ffffffff,00000000	g6	invariant
007080	ok	7.92282e+28	ffffffff,ffffffff,ffffffff,00000000	g6	en-US
007081	ok	7.922816e+28	ffffffff,ffffffff,ffffffff,00000000	g7	invariant
007082	ok	7.922816e+28	ffffffff,ffffffff,ffffffff,00000000	g7	en-US
007083	ok	7.9228163e+28	ffffffff,ffffffff,ffffffff,00000000	g8	invariant
007084	ok	7.9228163e+28	ffffffff,ffffffff,ffffffff,00000000	g8	en-US
007085	ok	7.92281625e+28	ffffffff,ffffffff,ffffffff,00000000	g9	invariant
007086	ok	7.92281625e+28	ffffffff,ffffffff,ffffffff,00000000	g9	en-US
007087	ok	7.92281625142643e+28	ffffffff,ffffffff,ffffffff,00000000	g15	invariant
007088	ok	7.92281625142643e+28	ffffffff,ffffffff,ffffffff,00000000	g15	en-US
007089	ok	7.922816251426433759354395034e+28	ffffffff,ffffffff,ffffffff,00000000	g28	invariant
007090	ok	7.922816251426433759354395034e+28	ffffffff,ffffffff,ffffffff,00000000	g28	en-US
007091	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	g30	invariant
007092	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	g30	en-US
007093	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	N	invariant
007094	ok	79,228,162,514,264,337,593,543,950,335.000	ffffffff,ffffffff,ffffffff,00000000	N	en-US
007095	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	N0	invariant
007096	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	N0	en-US
007097	ok	79,228,162,514,264,337,593,543,950,335.0	ffffffff,ffffffff,ffffffff,00000000	N1	invariant
007098	ok	79,228,162,514,264,337,593,543,950,335.0	ffffffff,ffffffff,ffffffff,00000000	N1	en-US
007099	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	N2	invariant
007100	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	N2	en-US
007101	ok	79,228,162,514,264,337,593,543,950,335.000	ffffffff,ffffffff,ffffffff,00000000	N3	invariant
007102	ok	79,228,162,514,264,337,593,543,950,335.000	ffffffff,ffffffff,ffffffff,00000000	N3	en-US
007103	ok	79,228,162,514,264,337,593,543,950,335.0000	ffffffff,ffffffff,ffffffff,00000000	N4	invariant
007104	ok	79,228,162,514,264,337,593,543,950,335.0000	ffffffff,ffffffff,ffffffff,00000000	N4	en-US
007105	ok	79,228,162,514,264,337,593,543,950,335.00000	ffffffff,ffffffff,ffffffff,00000000	N5	invariant
007106	ok	79,228,162,514,264,337,593,543,950,335.00000	ffffffff,ffffffff,ffffffff,00000000	N5	en-US
007107	ok	79,228,162,514,264,337,593,543,950,335.000000	ffffffff,ffffffff,ffffffff,00000000	N6	invariant
007108	ok	79,228,162,514,264,337,593,543,950,335.000000	ffffffff,ffffffff,ffffffff,00000000	N6	en-US
007109	ok	79,228,162,514,264,337,593,543,950,335.0000000	ffffffff,ffffffff,ffffffff,00000000	N7	invariant
007110	ok	79,228,162,514,264,337,593,543,950,335.0000000	ffffffff,ffffffff,ffffffff,00000000	N7	en-US
007111	ok	79,228,162,514,264,337,593,543,950,335.00000000	ffffffff,ffffffff,ffffffff,00000000	N8	invariant
007112	ok	79,228,162,514,264,337,593,543,950,335.00000000	ffffffff,ffffffff,ffffffff,00000000	N8	en-US
007113	ok	79,228,162,514,264,337,593,543,950,335.000000000	ffffffff,ffffffff,ffffffff,00000000	N9	invariant
007114	ok	79,228,162,514,264,337,593,543,950,335.000000000	ffffffff,ffffffff,ffffffff,00000000	N9	en-US
007115	ok	79,228,162,514,264,337,593,543,950,335.000000000000000	ffffffff,ffffffff,ffffffff,00000000	N15	invariant
007116	ok	79,228,162,514,264,337,593,543,950,335.000000000000000	ffffffff,ffffffff,ffffffff,00000000	N15	en-US
007117	ok	79,228,162,514,264,337,593,543,950,335.0000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	N28	invariant
007118	ok	79,228,162,514,264,337,593,543,950,335.0000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	N28	en-US
007119	ok	79,228,162,514,264,337,593,543,950,335.000000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	N30	invariant
007120	ok	79,228,162,514,264,337,593,543,950,335.000000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	N30	en-US
007121	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	n	invariant
007122	ok	79,228,162,514,264,337,593,543,950,335.000	ffffffff,ffffffff,ffffffff,00000000	n	en-US
007123	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	n0	invariant
007124	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	n0	en-US
007125	ok	79,228,162,514,264,337,593,543,950,335.0	ffffffff,ffffffff,ffffffff,00000000	n1	invariant
007126	ok	79,228,162,514,264,337,593,543,950,335.0	ffffffff,ffffffff,ffffffff,00000000	n1	en-US
007127	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	n2	invariant
007128	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	n2	en-US
007129	ok	79,228,162,514,264,337,593,543,950,335.000	ffffffff,ffffffff,ffffffff,00000000	n3	invariant
007130	ok	79,228,162,514,264,337,593,543,950,335.000	ffffffff,ffffffff,ffffffff,00000000	n3	en-US
007131	ok	79,228,162,514,264,337,593,543,950,335.0000	ffffffff,ffffffff,ffffffff,00000000	n4	invariant
007132	ok	79,228,162,514,264,337,593,543,950,335.0000	ffffffff,ffffffff,ffffffff,00000000	n4	en-US
007133	ok	79,228,162,514,264,337,593,543,950,335.00000	ffffffff,ffffffff,ffffffff,00000000	n5	invariant
007134	ok	79,228,162,514,264,337,593,543,950,335.00000	ffffffff,ffffffff,ffffffff,00000000	n5	en-US
007135	ok	79,228,162,514,264,337,593,543,950,335.000000	ffffffff,ffffffff,ffffffff,00000000	n6	invariant
007136	ok	79,228,162,514,264,337,593,543,950,335.000000	ffffffff,ffffffff,ffffffff,00000000	n6	en-US
007137	ok	79,228,162,514,264,337,593,543,950,335.0000000	ffffffff,ffffffff,ffffffff,00000000	n7	invariant
007138	ok	79,228,162,514,264,337,593,543,950,335.0000000	ffffffff,ffffffff,ffffffff,00000000	n7	en-US
007139	ok	79,228,162,514,264,337,593,543,950,335.00000000	ffffffff,ffffffff,ffffffff,00000000	n8	invariant
007140	ok	79,228,162,514,264,337,593,543,950,335.00000000	ffffffff,ffffffff,ffffffff,00000000	n8	en-US
007141	ok	79,228,162,514,264,337,593,543,950,335.000000000	ffffffff,ffffffff,ffffffff,00000000	n9	invariant
007142	ok	79,228,162,514,264,337,593,543,950,335.000000000	ffffffff,ffffffff,ffffffff,00000000	n9	en-US
007143	ok	79,228,162,514,264,337,593,543,950,335.000000000000000	ffffffff,ffffffff,ffffffff,00000000	n15	invariant
007144	ok	79,228,162,514,264,337,593,543,950,335.000000000000000	ffffffff,ffffffff,ffffffff,00000000	n15	en-US
007145	ok	79,228,162,514,264,337,593,543,950,335.0000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	n28	invariant
007146	ok	79,228,162,514,264,337,593,543,950,335.0000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	n28	en-US
007147	ok	79,228,162,514,264,337,593,543,950,335.000000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	n30	invariant
007148	ok	79,228,162,514,264,337,593,543,950,335.000000000000000000000000000000	ffffffff,ffffffff,ffffffff,00000000	n30	en-US
007149	ok	7,922,816,251,426,433,759,354,395,033,500.00 %	ffffffff,ffffffff,ffffffff,00000000	P	invariant
007150	ok	7,922,816,251,426,433,759,354,395,033,500.000%	ffffffff,ffffffff,ffffffff,00000000	P	en-US
007151	ok	7,922,816,251,426,433,759,354,395,033,500 %	ffffffff,ffffffff,ffffffff,00000000	P0	invariant
007152	ok	7,922,816,251,426,433,759,354,395,033,500%	ffffffff,ffffffff,ffffffff,00000000	P0	en-US
007153	ok	7,922,816,251,426,433,759,354,395,033,500.0 %	ffffffff,ffffffff,ffffffff,00000000	P1	invariant
007154	ok	7,922,816,251,426,433,759,354,395,033,500.0%	ffffffff,ffffffff,ffffffff,00000000	P1	en-US
007155	ok	7,922,816,251,426,433,759,354,395,033,500.00 %	ffffffff,ffffffff,ffffffff,00000000	P2	invariant
007156	ok	7,922,816,251,426,433,759,354,395,033,500.00%	ffffffff,ffffffff,ffffffff,00000000	P2	en-US
007157	ok	7,922,816,251,426,433,759,354,395,033,500.000 %	ffffffff,ffffffff,ffffffff,00000000	P3	invariant
007158	ok	7,922,816,251,426,433,759,354,395,033,500.000%	ffffffff,ffffffff,ffffffff,00000000	P3	en-US
007159	ok	7,922,816,251,426,433,759,354,395,033,500.0000 %	ffffffff,ffffffff,ffffffff,00000000	P4	invariant
007160	ok	7,922,816,251,426,433,759,354,395,033,500.0000%	ffffffff,ffffffff,ffffffff,00000000	P4	en-US
007161	ok	7,922,816,251,426,433,759,354,395,033,500.00000 %	ffffffff,ffffffff,ffffffff,00000000	P5	invariant
007162	ok	7,922,816,251,426,433,759,354,395,033,500.00000%	ffffffff,ffffffff,ffffffff,00000000	P5	en-US
007163	ok	7,922,816,251,426,433,759,354,395,033,500.000000 %	ffffffff,ffffffff,ffffffff,00000000	P6	invariant
007164	ok	7,922,816,251,426,433,759,354,395,033,500.000000%	ffffffff,ffffffff,ffffffff,00000000	P6	en-US
007165	ok	7,922,816,251,426,433,759,354,395,033,500.0000000 %	ffffffff,ffffffff,ffffffff,00000000	P7	invariant
007166	ok	7,922,816,251,426,433,759,354,395,033,500.0000000%	ffffffff,ffffffff,ffffffff,00000000	P7	en-US
007167	ok	7,922,816,251,426,433,759,354,395,033,500.00000000 %	ffffffff,ffffffff,ffffffff,00000000	P8	invariant
007168	ok	7,922,816,251,426,433,759,354,395,033,500.00000000%	ffffffff,ffffffff,ffffffff,00000000	P8	en-US
007169	ok	7,922,816,251,426,433,759,354,395,033,500.000000000 %	ffffffff,ffffffff,ffffffff,00000000	P9	invariant
007170	ok	7,922,816,251,426,433,759,354,395,033,500.000000000%	ffffffff,ffffffff,ffffffff,00000000	P9	en-US
007171	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000 %	ffffffff,ffffffff,ffffffff,00000000	P15	invariant
007172	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000%	ffffffff,ffffffff,ffffffff,00000000	P15	en-US
007173	ok	7,922,816,251,426,433,759,354,395,033,500.0000000000000000000000000000 %	ffffffff,ffffffff,ffffffff,00000000	P28	invariant
007174	ok	7,922,816,251,426,433,759,354,395,033,500.0000000000000000000000000000%	ffffffff,ffffffff,ffffffff,00000000	P28	en-US
007175	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000000000000000000 %	ffffffff,ffffffff,ffffffff,00000000	P30	invariant
007176	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000000000000000000%	ffffffff,ffffffff,ffffffff,00000000	P30	en-US
007177	ok	7,922,816,251,426,433,759,354,395,033,500.00 %	ffffffff,ffffffff,ffffffff,00000000	p	invariant
007178	ok	7,922,816,251,426,433,759,354,395,033,500.000%	ffffffff,ffffffff,ffffffff,00000000	p	en-US
007179	ok	7,922,816,251,426,433,759,354,395,033,500 %	ffffffff,ffffffff,ffffffff,00000000	p0	invariant
007180	ok	7,922,816,251,426,433,759,354,395,033,500%	ffffffff,ffffffff,ffffffff,00000000	p0	en-US
007181	ok	7,922,816,251,426,433,759,354,395,033,500.0 %	ffffffff,ffffffff,ffffffff,00000000	p1	invariant
007182	ok	7,922,816,251,426,433,759,354,395,033,500.0%	ffffffff,ffffffff,ffffffff,00000000	p1	en-US
007183	ok	7,922,816,251,426,433,759,354,395,033,500.00 %	ffffffff,ffffffff,ffffffff,00000000	p2	invariant
007184	ok	7,922,816,251,426,433,759,354,395,033,500.00%	ffffffff,ffffffff,ffffffff,00000000	p2	en-US
007185	ok	7,922,816,251,426,433,759,354,395,033,500.000 %	ffffffff,ffffffff,ffffffff,00000000	p3	invariant
007186	ok	7,922,816,251,426,433,759,354,395,033,500.000%	ffffffff,ffffffff,ffffffff,00000000	p3	en-US
007187	ok	7,922,816,251,426,433,759,354,395,033,500.0000 %	ffffffff,ffffffff,ffffffff,00000000	p4	invariant
007188	ok	7,922,816,251,426,433,759,354,395,033,500.0000%	ffffffff,ffffffff,ffffffff,00000000	p4	en-US
007189	ok	7,922,816,251,426,433,759,354,395,033,500.00000 %	ffffffff,ffffffff,ffffffff,00000000	p5	invariant
007190	ok	7,922,816,251,426,433,759,354,395,033,500.00000%	ffffffff,ffffffff,ffffffff,00000000	p5	en-US
007191	ok	7,922,816,251,426,433,759,354,395,033,500.000000 %	ffffffff,ffffffff,ffffffff,00000000	p6	invariant
007192	ok	7,922,816,251,426,433,759,354,395,033,500.000000%	ffffffff,ffffffff,ffffffff,00000000	p6	en-US
007193	ok	7,922,816,251,426,433,759,354,395,033,500.0000000 %	ffffffff,ffffffff,ffffffff,00000000	p7	invariant
007194	ok	7,922,816,251,426,433,759,354,395,033,500.0000000%	ffffffff,ffffffff,ffffffff,00000000	p7	en-US
007195	ok	7,922,816,251,426,433,759,354,395,033,500.00000000 %	ffffffff,ffffffff,ffffffff,00000000	p8	invariant
007196	ok	7,922,816,251,426,433,759,354,395,033,500.00000000%	ffffffff,ffffffff,ffffffff,00000000	p8	en-US
007197	ok	7,922,816,251,426,433,759,354,395,033,500.000000000 %	ffffffff,ffffffff,ffffffff,00000000	p9	invariant
007198	ok	7,922,816,251,426,433,759,354,395,033,500.000000000%	ffffffff,ffffffff,ffffffff,00000000	p9	en-US
007199	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000 %	ffffffff,ffffffff,ffffffff,00000000	p15	invariant
007200	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000%	ffffffff,ffffffff,ffffffff,00000000	p15	en-US
007201	ok	7,922,816,251,426,433,759,354,395,033,500.0000000000000000000000000000 %	ffffffff,ffffffff,ffffffff,00000000	p28	invariant
007202	ok	7,922,816,251,426,433,759,354,395,033,500.0000000000000000000000000000%	ffffffff,ffffffff,ffffffff,00000000	p28	en-US
007203	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000000000000000000 %	ffffffff,ffffffff,ffffffff,00000000	p30	invariant
007204	ok	7,922,816,251,426,433,759,354,395,033,500.000000000000000000000000000000%	ffffffff,ffffffff,ffffffff,00000000	p30	en-US
007205	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	R	invariant
007206	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	R	en-US
007207	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	R0	invariant
007208	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	R0	en-US
007209	ok	8E+28	ffffffff,ffffffff,ffffffff,00000000	R1	invariant
007210	ok	8E+28	ffffffff,ffffffff,ffffffff,00000000	R1	en-US
007211	ok	7.9E+28	ffffffff,ffffffff,ffffffff,00000000	R2	invariant
007212	ok	7.9E+28	ffffffff,ffffffff,ffffffff,00000000	R2	en-US
007213	ok	7.92E+28	ffffffff,ffffffff,ffffffff,00000000	R3	invariant
007214	ok	7.92E+28	ffffffff,ffffffff,ffffffff,00000000	R3	en-US
007215	ok	7.923E+28	ffffffff,ffffffff,ffffffff,00000000	R4	invariant
007216	ok	7.923E+28	ffffffff,ffffffff,ffffffff,00000000	R4	en-US
007217	ok	7.9228E+28	ffffffff,ffffffff,ffffffff,00000000	R5	invariant
007218	ok	7.9228E+28	ffffffff,ffffffff,ffffffff,00000000	R5	en-US
007219	ok	7.92282E+28	ffffffff,ffffffff,ffffffff,00000000	R6	invariant
007220	ok	7.92282E+28	ffffffff,ffffffff,ffffffff,00000000	R6	en-US
007221	ok	7.922816E+28	ffffffff,ffffffff,ffffffff,00000000	R7	invariant
007222	ok	7.922816E+28	ffffffff,ffffffff,ffffffff,00000000	R7	en-US
007223	ok	7.9228163E+28	ffffffff,ffffffff,ffffffff,00000000	R8	invariant
007224	ok	7.9228163E+28	ffffffff,ffffffff,ffffffff,00000000	R8	en-US
007225	ok	7.92281625E+28	ffffffff,ffffffff,ffffffff,00000000	R9	invariant
007226	ok	7.92281625E+28	ffffffff,ffffffff,ffffffff,00000000	R9	en-US
007227	ok	7.92281625142643E+28	ffffffff,ffffffff,ffffffff,00000000	R15	invariant
007228	ok	7.92281625142643E+28	ffffffff,ffffffff,ffffffff,00000000	R15	en-US
007229	ok	7.922816251426433759354395034E+28	ffffffff,ffffffff,ffffffff,00000000	R28	invariant
007230	ok	7.922816251426433759354395034E+28	ffffffff,ffffffff,ffffffff,00000000	R28	en-US
007231	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	R30	invariant
007232	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	R30	en-US
007233	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	r	invariant
007234	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	r	en-US
007235	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	r0	invariant
007236	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	r0	en-US
007237	ok	8e+28	ffffffff,ffffffff,ffffffff,00000000	r1	invariant
007238	ok	8e+28	ffffffff,ffffffff,ffffffff,00000000	r1	en-US
007239	ok	7.9e+28	ffffffff,ffffffff,ffffffff,00000000	r2	invariant
007240	ok	7.9e+28	ffffffff,ffffffff,ffffffff,00000000	r2	en-US
007241	ok	7.92e+28	ffffffff,ffffffff,ffffffff,00000000	r3	invariant
007242	ok	7.92e+28	ffffffff,ffffffff,ffffffff,00000000	r3	en-US
007243	ok	7.923e+28	ffffffff,ffffffff,ffffffff,00000000	r4	invariant
007244	ok	7.923e+28	ffffffff,ffffffff,ffffffff,00000000	r4	en-US
007245	ok	7.9228e+28	ffffffff,ffffffff,ffffffff,00000000	r5	invariant
007246	ok	7.9228e+28	ffffffff,ffffffff,ffffffff,00000000	r5	en-US
007247	ok	7.92282e+28	ffffffff,ffffffff,ffffffff,00000000	r6	invariant
007248	ok	7.92282e+28	ffffffff,ffffffff,ffffffff,00000000	r6	en-US
007249	ok	7.922816e+28	ffffffff,ffffffff,ffffffff,00000000	r7	invariant
007250	ok	7.922816e+28	ffffffff,ffffffff,ffffffff,00000000	r7	en-US
007251	ok	7.9228163e+28	ffffffff,ffffffff,ffffffff,00000000	r8	invariant
007252	ok	7.9228163e+28	ffffffff,ffffffff,ffffffff,00000000	r8	en-US
007253	ok	7.92281625e+28	ffffffff,ffffffff,ffffffff,00000000	r9	invariant
007254	ok	7.92281625e+28	ffffffff,ffffffff,ffffffff,00000000	r9	en-US
007255	ok	7.92281625142643e+28	ffffffff,ffffffff,ffffffff,00000000	r15	invariant
007256	ok	7.92281625142643e+28	ffffffff,ffffffff,ffffffff,00000000	r15	en-US
007257	ok	7.922816251426433759354395034e+28	ffffffff,ffffffff,ffffffff,00000000	r28	invariant
007258	ok	7.922816251426433759354395034e+28	ffffffff,ffffffff,ffffffff,00000000	r28	en-US
007259	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	r30	invariant
007260	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	r30	en-US
007261	format	-	ffffffff,ffffffff,ffffffff,00000000	D	invariant
007262	format	-	ffffffff,ffffffff,ffffffff,00000000	D	en-US
007263	format	-	ffffffff,ffffffff,ffffffff,00000000	d	invariant
007264	format	-	ffffffff,ffffffff,ffffffff,00000000	d	en-US
007265	format	-	ffffffff,ffffffff,ffffffff,00000000	D2	invariant
007266	format	-	ffffffff,ffffffff,ffffffff,00000000	D2	en-US
007267	format	-	ffffffff,ffffffff,ffffffff,00000000	X	invariant
007268	format	-	ffffffff,ffffffff,ffffffff,00000000	X	en-US
007269	format	-	ffffffff,ffffffff,ffffffff,00000000	x	invariant
007270	format	-	ffffffff,ffffffff,ffffffff,00000000	x	en-US
007271	format	-	ffffffff,ffffffff,ffffffff,00000000	X2	invariant
007272	format	-	ffffffff,ffffffff,ffffffff,00000000	X2	en-US
007273	ok	(\u00a479,228,162,514,264,337,593,543,950,335.00)	ffffffff,ffffffff,ffffffff,80000000	C	invariant
007274	ok	-$79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,80000000	C	en-US
007275	ok	(\u00a479,228,162,514,264,337,593,543,950,335)	ffffffff,ffffffff,ffffffff,80000000	C0	invariant
007276	ok	-$79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,80000000	C0	en-US
007277	ok	(\u00a479,228,162,514,264,337,593,543,950,335.0)	ffffffff,ffffffff,ffffffff,80000000	C1	invariant
007278	ok	-$79,228,162,514,264,337,593,543,950,335.0	ffffffff,ffffffff,ffffffff,80000000	C1	en-US
007279	ok	(\u00a479,228,162,514,264,337,593,543,950,335.00)	ffffffff,ffffffff,ffffffff,80000000	C2	invariant
007280	ok	-$79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,80000000	C2	en-US
007281	ok	(\u00a479,228,162,514,264,337,593,543,950,335.000)	ffffffff,ffffffff,ffffffff,80000000	C3	invariant
007282	ok	-$79,228,162,514,264,337,593,543,950,335.000	ffffffff,ffffffff,ffffffff,80000000	C3	en-US
007283	ok	(\u00a479,228,162,514,264,337,593,543,950,335.0000)	ffffffff,ffffffff,ffffffff,80000000	C4	invariant
007284	ok	-$79,228,162,514,264,337,593,543,950,335.0000	ffffffff,ffffffff,ffffffff,80000000	C4	en-US
007285	ok	(\u00a479,228,162,514,264,337,593,543,950,335.00000)	ffffffff,ffffffff,ffffffff,80000000	C5	invariant
007286	ok	-$79,228,162,514,264,337,593,543,950,335.00000	ffffffff,ffffffff,ffffffff,80000000	C5	en-US
007287	ok	(\u00a479,228,162,514,264,337,593,543,950,335.000000)	ffffffff,ffffffff,ffffffff,80000000	C6	invariant
007288	ok	-$79,228,162,514,264,337,593,543,950,335.000000	ffffffff,ffffffff,ffffffff,80000000	C6	en-US
