# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	format	culture
001128	ok	-1	00000005,00000000,00000000,80010000	#,##0	en-US
001129	ok	-0.50	00000005,00000000,00000000,80010000	#,##0.00	invariant
001130	ok	-0.50	00000005,00000000,00000000,80010000	#,##0.00	en-US
001131	ok	\e	00000005,00000000,00000000,80010000	#,,	invariant
001132	ok	\e	00000005,00000000,00000000,80010000	#,,	en-US
001133	ok	0	00000005,00000000,00000000,80010000	#,##0,,	invariant
001134	ok	0	00000005,00000000,00000000,80010000	#,##0,,	en-US
001135	ok	-50%	00000005,00000000,00000000,80010000	0%	invariant
001136	ok	-50%	00000005,00000000,00000000,80010000	0%	en-US
001137	ok	-50%	00000005,00000000,00000000,80010000	#.##%	invariant
001138	ok	-50%	00000005,00000000,00000000,80010000	#.##%	en-US
001139	ok	-50.0%	00000005,00000000,00000000,80010000	0.0%	invariant
001140	ok	-50.0%	00000005,00000000,00000000,80010000	0.0%	en-US
001141	ok	-00001	00000005,00000000,00000000,80010000	00000	invariant
001142	ok	-00001	00000005,00000000,00000000,80010000	00000	en-US
001143	ok	-00.5	00000005,00000000,00000000,80010000	###00.##	invariant
001144	ok	-00.5	00000005,00000000,00000000,80010000	###00.##	en-US
001145	ok	-.5	00000005,00000000,00000000,80010000	.##	invariant
001146	ok	-.5	00000005,00000000,00000000,80010000	.##	en-US
001147	ok	-1	00000005,00000000,00000000,80010000	#.	invariant
001148	ok	-1	00000005,00000000,00000000,80010000	#.	en-US
001149	ok	-5.0E-1	00000005,00000000,00000000,80010000	0.0E+0	invariant
001150	ok	-5.0E-1	00000005,00000000,00000000,80010000	0.0E+0	en-US
001151	ok	-5.0E-1	00000005,00000000,00000000,80010000	0.0E-0	invariant
001152	ok	-5.0E-1	00000005,00000000,00000000,80010000	0.0E-0	en-US
001153	ok	-5E-01	00000005,00000000,00000000,80010000	#.##E+00	invariant
001154	ok	-5E-01	00000005,00000000,00000000,80010000	#.##E+00	en-US
001155	ok	-5E-1	00000005,00000000,00000000,80010000	0E0	invariant
001156	ok	-5E-1	00000005,00000000,00000000,80010000	0E0	en-US
001157	ok	(1)	00000005,00000000,00000000,80010000	0;(0)	invariant
001158	ok	(1)	00000005,00000000,00000000,80010000	0;(0)	en-US
001159	ok	(1)	00000005,00000000,00000000,80010000	0;(0);zero	invariant
001160	ok	(1)	00000005,00000000,00000000,80010000	0;(0);zero	en-US
001161	ok	(0.50)	00000005,00000000,00000000,80010000	#,##0.00;(#,##0.00);-	invariant
001162	ok	(0.50)	00000005,00000000,00000000,80010000	#,##0.00;(#,##0.00);-	en-US
001163	ok	-#1	00000005,00000000,00000000,80010000	\\#0	invariant
001164	ok	-#1	00000005,00000000,00000000,80010000	\\#0	en-US
001165	ok	-lit1	00000005,00000000,00000000,80010000	'lit'0	invariant
001166	ok	-lit1	00000005,00000000,00000000,80010000	'lit'0	en-US
001167	ok	-q1	00000005,00000000,00000000,80010000	"q"0	invariant
001168	ok	-q1	00000005,00000000,00000000,80010000	"q"0	en-US
001169	ok	-1x	00000005,00000000,00000000,80010000	0'x'	invariant
001170	ok	-1x	00000005,00000000,00000000,80010000	0'x'	en-US
001171	ok	-1 units	00000005,00000000,00000000,80010000	0 'units'	invariant
001172	ok	-1 units	00000005,00000000,00000000,80010000	0 'units'	en-US
001173	ok	-50.00 %	00000005,00000000,00000000,80010000	0.00 %	invariant
001174	ok	-50.00 %	00000005,00000000,00000000,80010000	0.00 %	en-US
001175	ok	-$0.50	00000005,00000000,00000000,80010000	$#,##0.00	invariant
001176	ok	-$0.50	00000005,00000000,00000000,80010000	$#,##0.00	en-US
001177	ok	-0.50 EUR	00000005,00000000,00000000,80010000	#,##0.00 EUR	invariant
001178	ok	-0.50 EUR	00000005,00000000,00000000,80010000	#,##0.00 EUR	en-US
001179	ok	-0.5	00000005,00000000,00000000,80010000	\e	invariant
001180	ok	-0.5	00000005,00000000,00000000,80010000	\e	en-US
001181	ok	-abc	00000005,00000000,00000000,80010000	abc	invariant
001182	ok	-abc	00000005,00000000,00000000,80010000	abc	en-US
001183	ok	-0000000000000000000000000000000001	00000005,00000000,00000000,80010000	0000000000000000000000000000000000	invariant
001184	ok	-0000000000000000000000000000000001	00000005,00000000,00000000,80010000	0000000000000000000000000000000000	en-US
001185	ok	-3	00000019,00000000,00000000,80010000	#	invariant
001186	ok	-3	00000019,00000000,00000000,80010000	#	en-US
001187	ok	-3	00000019,00000000,00000000,80010000	0	invariant
001188	ok	-3	00000019,00000000,00000000,80010000	0	en-US
001189	ok	-2.5	00000019,00000000,00000000,80010000	0.0	invariant
001190	ok	-2.5	00000019,00000000,00000000,80010000	0.0	en-US
001191	ok	-2.50	00000019,00000000,00000000,80010000	0.00	invariant
001192	ok	-2.50	00000019,00000000,00000000,80010000	0.00	en-US
001193	ok	-2.5	00000019,00000000,00000000,80010000	#.##	invariant
001194	ok	-2.5	00000019,00000000,00000000,80010000	#.##	en-US
001195	ok	-2.50	00000019,00000000,00000000,80010000	#.00	invariant
001196	ok	-2.50	00000019,00000000,00000000,80010000	#.00	en-US
001197	ok	-2.5	00000019,00000000,00000000,80010000	0.###	invariant
001198	ok	-2.5	00000019,00000000,00000000,80010000	0.###	en-US
001199	ok	-3	00000019,00000000,00000000,80010000	#,#	invariant
001200	ok	-3	00000019,00000000,00000000,80010000	#,#	en-US
001201	ok	-3	00000019,00000000,00000000,80010000	#,##0	invariant
001202	ok	-3	00000019,00000000,00000000,80010000	#,##0	en-US
001203	ok	-2.50	00000019,00000000,00000000,80010000	#,##0.00	invariant
001204	ok	-2.50	00000019,00000000,00000000,80010000	#,##0.00	en-US
001205	ok	\e	00000019,00000000,00000000,80010000	#,,	invariant
001206	ok	\e	00000019,00000000,00000000,80010000	#,,	en-US
001207	ok	0	00000019,00000000,00000000,80010000	#,##0,,	invariant
001208	ok	0	00000019,00000000,00000000,80010000	#,##0,,	en-US
001209	ok	-250%	00000019,00000000,00000000,80010000	0%	invariant
001210	ok	-250%	00000019,00000000,00000000,80010000	0%	en-US
001211	ok	-250%	00000019,00000000,00000000,80010000	#.##%	invariant
001212	ok	-250%	00000019,00000000,00000000,80010000	#.##%	en-US
001213	ok	-250.0%	00000019,00000000,00000000,80010000	0.0%	invariant
001214	ok	-250.0%	00000019,00000000,00000000,80010000	0.0%	en-US
001215	ok	-00003	00000019,00000000,00000000,80010000	00000	invariant
001216	ok	-00003	00000019,00000000,00000000,80010000	00000	en-US
001217	ok	-02.5	00000019,00000000,00000000,80010000	###00.##	invariant
001218	ok	-02.5	00000019,00000000,00000000,80010000	###00.##	en-US
001219	ok	-2.5	00000019,00000000,00000000,80010000	.##	invariant
001220	ok	-2.5	00000019,00000000,00000000,80010000	.##	en-US
001221	ok	-3	00000019,00000000,00000000,80010000	#.	invariant
001222	ok	-3	00000019,00000000,00000000,80010000	#.	en-US
001223	ok	-2.5E+0	00000019,00000000,00000000,80010000	0.0E+0	invariant
001224	ok	-2.5E+0	00000019,00000000,00000000,80010000	0.0E+0	en-US
001225	ok	-2.5E0	00000019,00000000,00000000,80010000	0.0E-0	invariant
001226	ok	-2.5E0	00000019,00000000,00000000,80010000	0.0E-0	en-US
001227	ok	-2.5E+00	00000019,00000000,00000000,80010000	#.##E+00	invariant
001228	ok	-2.5E+00	00000019,00000000,00000000,80010000	#.##E+00	en-US
001229	ok	-3E0	00000019,00000000,00000000,80010000	0E0	invariant
001230	ok	-3E0	00000019,00000000,00000000,80010000	0E0	en-US
001231	ok	(3)	00000019,00000000,00000000,80010000	0;(0)	invariant
001232	ok	(3)	00000019,00000000,00000000,80010000	0;(0)	en-US
001233	ok	(3)	00000019,00000000,00000000,80010000	0;(0);zero	invariant
001234	ok	(3)	00000019,00000000,00000000,80010000	0;(0);zero	en-US
001235	ok	(2.50)	00000019,00000000,00000000,80010000	#,##0.00;(#,##0.00);-	invariant
001236	ok	(2.50)	00000019,00000000,00000000,80010000	#,##0.00;(#,##0.00);-	en-US
001237	ok	-#3	00000019,00000000,00000000,80010000	\\#0	invariant
001238	ok	-#3	00000019,00000000,00000000,80010000	\\#0	en-US
001239	ok	-lit3	00000019,00000000,00000000,80010000	'lit'0	invariant
001240	ok	-lit3	00000019,00000000,00000000,80010000	'lit'0	en-US
001241	ok	-q3	00000019,00000000,00000000,80010000	"q"0	invariant
001242	ok	-q3	00000019,00000000,00000000,80010000	"q"0	en-US
001243	ok	-3x	00000019,00000000,00000000,80010000	0'x'	invariant
001244	ok	-3x	00000019,00000000,00000000,80010000	0'x'	en-US
001245	ok	-3 units	00000019,00000000,00000000,80010000	0 'units'	invariant
001246	ok	-3 units	00000019,00000000,00000000,80010000	0 'units'	en-US
001247	ok	-250.00 %	00000019,00000000,00000000,80010000	0.00 %	invariant
001248	ok	-250.00 %	00000019,00000000,00000000,80010000	0.00 %	en-US
001249	ok	-$2.50	00000019,00000000,00000000,80010000	$#,##0.00	invariant
001250	ok	-$2.50	00000019,00000000,00000000,80010000	$#,##0.00	en-US
001251	ok	-2.50 EUR	00000019,00000000,00000000,80010000	#,##0.00 EUR	invariant
001252	ok	-2.50 EUR	00000019,00000000,00000000,80010000	#,##0.00 EUR	en-US
001253	ok	-2.5	00000019,00000000,00000000,80010000	\e	invariant
001254	ok	-2.5	00000019,00000000,00000000,80010000	\e	en-US
001255	ok	-abc	00000019,00000000,00000000,80010000	abc	invariant
001256	ok	-abc	00000019,00000000,00000000,80010000	abc	en-US
001257	ok	-0000000000000000000000000000000003	00000019,00000000,00000000,80010000	0000000000000000000000000000000000	invariant
001258	ok	-0000000000000000000000000000000003	00000019,00000000,00000000,80010000	0000000000000000000000000000000000	en-US
001259	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	#	invariant
001260	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	#	en-US
001261	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0	invariant
001262	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0	en-US
001263	ok	79228162514264337593543950335.0	ffffffff,ffffffff,ffffffff,00000000	0.0	invariant
001264	ok	79228162514264337593543950335.0	ffffffff,ffffffff,ffffffff,00000000	0.0	en-US
001265	ok	79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,00000000	0.00	invariant
001266	ok	79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,00000000	0.00	en-US
001267	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	#.##	invariant
001268	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	#.##	en-US
001269	ok	79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,00000000	#.00	invariant
001270	ok	79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,00000000	#.00	en-US
001271	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0.###	invariant
001272	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0.###	en-US
001273	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	#,#	invariant
001274	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	#,#	en-US
001275	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	#,##0	invariant
001276	ok	79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,00000000	#,##0	en-US
001277	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	#,##0.00	invariant
001278	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	#,##0.00	en-US
001279	ok	79228162514264337593544	ffffffff,ffffffff,ffffffff,00000000	#,,	invariant
001280	ok	79228162514264337593544	ffffffff,ffffffff,ffffffff,00000000	#,,	en-US
001281	ok	79,228,162,514,264,337,593,544	ffffffff,ffffffff,ffffffff,00000000	#,##0,,	invariant
001282	ok	79,228,162,514,264,337,593,544	ffffffff,ffffffff,ffffffff,00000000	#,##0,,	en-US
001283	ok	7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,00000000	0%	invariant
001284	ok	7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,00000000	0%	en-US
001285	ok	7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,00000000	#.##%	invariant
001286	ok	7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,00000000	#.##%	en-US
001287	ok	7922816251426433759354395033500.0%	ffffffff,ffffffff,ffffffff,00000000	0.0%	invariant
001288	ok	7922816251426433759354395033500.0%	ffffffff,ffffffff,ffffffff,00000000	0.0%	en-US
001289	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	00000	invariant
001290	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	00000	en-US
001291	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	###00.##	invariant
001292	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	###00.##	en-US
001293	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	.##	invariant
001294	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	.##	en-US
001295	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	#.	invariant
001296	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	#.	en-US
001297	ok	7.9E+28	ffffffff,ffffffff,ffffffff,00000000	0.0E+0	invariant
001298	ok	7.9E+28	ffffffff,ffffffff,ffffffff,00000000	0.0E+0	en-US
001299	ok	7.9E28	ffffffff,ffffffff,ffffffff,00000000	0.0E-0	invariant
001300	ok	7.9E28	ffffffff,ffffffff,ffffffff,00000000	0.0E-0	en-US
001301	ok	7.92E+28	ffffffff,ffffffff,ffffffff,00000000	#.##E+00	invariant
001302	ok	7.92E+28	ffffffff,ffffffff,ffffffff,00000000	#.##E+00	en-US
001303	ok	8E28	ffffffff,ffffffff,ffffffff,00000000	0E0	invariant
001304	ok	8E28	ffffffff,ffffffff,ffffffff,00000000	0E0	en-US
001305	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0;(0)	invariant
001306	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0;(0)	en-US
001307	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0;(0);zero	invariant
001308	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0;(0);zero	en-US
001309	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	#,##0.00;(#,##0.00);-	invariant
001310	ok	79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	#,##0.00;(#,##0.00);-	en-US
001311	ok	#79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	\\#0	invariant
001312	ok	#79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	\\#0	en-US
001313	ok	lit79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	'lit'0	invariant
001314	ok	lit79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	'lit'0	en-US
001315	ok	q79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	"q"0	invariant
001316	ok	q79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	"q"0	en-US
001317	ok	79228162514264337593543950335x	ffffffff,ffffffff,ffffffff,00000000	0'x'	invariant
001318	ok	79228162514264337593543950335x	ffffffff,ffffffff,ffffffff,00000000	0'x'	en-US
001319	ok	79228162514264337593543950335 units	ffffffff,ffffffff,ffffffff,00000000	0 'units'	invariant
001320	ok	79228162514264337593543950335 units	ffffffff,ffffffff,ffffffff,00000000	0 'units'	en-US
001321	ok	7922816251426433759354395033500.00 %	ffffffff,ffffffff,ffffffff,00000000	0.00 %	invariant
001322	ok	7922816251426433759354395033500.00 %	ffffffff,ffffffff,ffffffff,00000000	0.00 %	en-US
001323	ok	$79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	$#,##0.00	invariant
001324	ok	$79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,00000000	$#,##0.00	en-US
001325	ok	79,228,162,514,264,337,593,543,950,335.00 EUR	ffffffff,ffffffff,ffffffff,00000000	#,##0.00 EUR	invariant
001326	ok	79,228,162,514,264,337,593,543,950,335.00 EUR	ffffffff,ffffffff,ffffffff,00000000	#,##0.00 EUR	en-US
001327	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	\e	invariant
001328	ok	79228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	\e	en-US
001329	ok	abc	ffffffff,ffffffff,ffffffff,00000000	abc	invariant
001330	ok	abc	ffffffff,ffffffff,ffffffff,00000000	abc	en-US
001331	ok	0000079228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0000000000000000000000000000000000	invariant
001332	ok	0000079228162514264337593543950335	ffffffff,ffffffff,ffffffff,00000000	0000000000000000000000000000000000	en-US
001333	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	#	invariant
001334	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	#	en-US
001335	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	0	invariant
001336	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	0	en-US
001337	ok	-79228162514264337593543950335.0	ffffffff,ffffffff,ffffffff,80000000	0.0	invariant
001338	ok	-79228162514264337593543950335.0	ffffffff,ffffffff,ffffffff,80000000	0.0	en-US
001339	ok	-79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,80000000	0.00	invariant
001340	ok	-79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,80000000	0.00	en-US
001341	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	#.##	invariant
001342	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	#.##	en-US
001343	ok	-79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,80000000	#.00	invariant
001344	ok	-79228162514264337593543950335.00	ffffffff,ffffffff,ffffffff,80000000	#.00	en-US
001345	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	0.###	invariant
001346	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	0.###	en-US
001347	ok	-79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,80000000	#,#	invariant
001348	ok	-79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,80000000	#,#	en-US
001349	ok	-79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,80000000	#,##0	invariant
001350	ok	-79,228,162,514,264,337,593,543,950,335	ffffffff,ffffffff,ffffffff,80000000	#,##0	en-US
001351	ok	-79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,80000000	#,##0.00	invariant
001352	ok	-79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,80000000	#,##0.00	en-US
001353	ok	-79228162514264337593544	ffffffff,ffffffff,ffffffff,80000000	#,,	invariant
001354	ok	-79228162514264337593544	ffffffff,ffffffff,ffffffff,80000000	#,,	en-US
001355	ok	-79,228,162,514,264,337,593,544	ffffffff,ffffffff,ffffffff,80000000	#,##0,,	invariant
001356	ok	-79,228,162,514,264,337,593,544	ffffffff,ffffffff,ffffffff,80000000	#,##0,,	en-US
001357	ok	-7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,80000000	0%	invariant
001358	ok	-7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,80000000	0%	en-US
001359	ok	-7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,80000000	#.##%	invariant
001360	ok	-7922816251426433759354395033500%	ffffffff,ffffffff,ffffffff,80000000	#.##%	en-US
001361	ok	-7922816251426433759354395033500.0%	ffffffff,ffffffff,ffffffff,80000000	0.0%	invariant
001362	ok	-7922816251426433759354395033500.0%	ffffffff,ffffffff,ffffffff,80000000	0.0%	en-US
001363	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	00000	invariant
001364	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	00000	en-US
001365	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	###00.##	invariant
001366	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	###00.##	en-US
001367	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	.##	invariant
001368	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	.##	en-US
001369	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	#.	invariant
001370	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	#.	en-US
001371	ok	-7.9E+28	ffffffff,ffffffff,ffffffff,80000000	0.0E+0	invariant
001372	ok	-7.9E+28	ffffffff,ffffffff,ffffffff,80000000	0.0E+0	en-US
001373	ok	-7.9E28	ffffffff,ffffffff,ffffffff,80000000	0.0E-0	invariant
001374	ok	-7.9E28	ffffffff,ffffffff,ffffffff,80000000	0.0E-0	en-US
001375	ok	-7.92E+28	ffffffff,ffffffff,ffffffff,80000000	#.##E+00	invariant
001376	ok	-7.92E+28	ffffffff,ffffffff,ffffffff,80000000	#.##E+00	en-US
001377	ok	-8E28	ffffffff,ffffffff,ffffffff,80000000	0E0	invariant
001378	ok	-8E28	ffffffff,ffffffff,ffffffff,80000000	0E0	en-US
001379	ok	(79228162514264337593543950335)	ffffffff,ffffffff,ffffffff,80000000	0;(0)	invariant
001380	ok	(79228162514264337593543950335)	ffffffff,ffffffff,ffffffff,80000000	0;(0)	en-US
001381	ok	(79228162514264337593543950335)	ffffffff,ffffffff,ffffffff,80000000	0;(0);zero	invariant
001382	ok	(79228162514264337593543950335)	ffffffff,ffffffff,ffffffff,80000000	0;(0);zero	en-US
001383	ok	(79,228,162,514,264,337,593,543,950,335.00)	ffffffff,ffffffff,ffffffff,80000000	#,##0.00;(#,##0.00);-	invariant
001384	ok	(79,228,162,514,264,337,593,543,950,335.00)	ffffffff,ffffffff,ffffffff,80000000	#,##0.00;(#,##0.00);-	en-US
001385	ok	-#79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	\\#0	invariant
001386	ok	-#79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	\\#0	en-US
001387	ok	-lit79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	'lit'0	invariant
001388	ok	-lit79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	'lit'0	en-US
001389	ok	-q79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	"q"0	invariant
001390	ok	-q79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	"q"0	en-US
001391	ok	-79228162514264337593543950335x	ffffffff,ffffffff,ffffffff,80000000	0'x'	invariant
001392	ok	-79228162514264337593543950335x	ffffffff,ffffffff,ffffffff,80000000	0'x'	en-US
001393	ok	-79228162514264337593543950335 units	ffffffff,ffffffff,ffffffff,80000000	0 'units'	invariant
001394	ok	-79228162514264337593543950335 units	ffffffff,ffffffff,ffffffff,80000000	0 'units'	en-US
001395	ok	-7922816251426433759354395033500.00 %	ffffffff,ffffffff,ffffffff,80000000	0.00 %	invariant
001396	ok	-7922816251426433759354395033500.00 %	ffffffff,ffffffff,ffffffff,80000000	0.00 %	en-US
001397	ok	-$79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,80000000	$#,##0.00	invariant
001398	ok	-$79,228,162,514,264,337,593,543,950,335.00	ffffffff,ffffffff,ffffffff,80000000	$#,##0.00	en-US
001399	ok	-79,228,162,514,264,337,593,543,950,335.00 EUR	ffffffff,ffffffff,ffffffff,80000000	#,##0.00 EUR	invariant
001400	ok	-79,228,162,514,264,337,593,543,950,335.00 EUR	ffffffff,ffffffff,ffffffff,80000000	#,##0.00 EUR	en-US
001401	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	\e	invariant
001402	ok	-79228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	\e	en-US
001403	ok	-abc	ffffffff,ffffffff,ffffffff,80000000	abc	invariant
001404	ok	-abc	ffffffff,ffffffff,ffffffff,80000000	abc	en-US
001405	ok	-0000079228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	0000000000000000000000000000000000	invariant
001406	ok	-0000079228162514264337593543950335	ffffffff,ffffffff,ffffffff,80000000	0000000000000000000000000000000000	en-US
001407	ok	\e	00000001,00000000,00000000,001c0000	#	invariant
001408	ok	\e	00000001,00000000,00000000,001c0000	#	en-US
001409	ok	0	00000001,00000000,00000000,001c0000	0	invariant
001410	ok	0	00000001,00000000,00000000,001c0000	0	en-US
001411	ok	0.0	00000001,00000000,00000000,001c0000	0.0	invariant
001412	ok	0.0	00000001,00000000,00000000,001c0000	0.0	en-US
001413	ok	0.00	00000001,00000000,00000000,001c0000	0.00	invariant
001414	ok	0.00	00000001,00000000,00000000,001c0000	0.00	en-US
001415	ok	\e	00000001,00000000,00000000,001c0000	#.##	invariant
001416	ok	\e	00000001,00000000,00000000,001c0000	#.##	en-US
001417	ok	.00	00000001,00000000,00000000,001c0000	#.00	invariant
001418	ok	.00	00000001,00000000,00000000,001c0000	#.00	en-US
001419	ok	0	00000001,00000000,00000000,001c0000	0.###	invariant
001420	ok	0	00000001,00000000,00000000,001c0000	0.###	en-US
001421	ok	\e	00000001,00000000,00000000,001c0000	#,#	invariant
001422	ok	\e	00000001,00000000,00000000,001c0000	#,#	en-US
001423	ok	0	00000001,00000000,00000000,001c0000	#,##0	invariant
001424	ok	0	00000001,00000000,00000000,001c0000	#,##0	en-US
001425	ok	0.00	00000001,00000000,00000000,001c0000	#,##0.00	invariant
001426	ok	0.00	00000001,00000000,00000000,001c0000	#,##0.00	en-US
001427	ok	\e	00000001,00000000,00000000,001c0000	#,,	invariant
001428	ok	\e	00000001,00000000,00000000,001c0000	#,,	en-US
001429	ok	0	00000001,00000000,00000000,001c0000	#,##0,,	invariant
001430	ok	0	00000001,00000000,00000000,001c0000	#,##0,,	en-US
001431	ok	0%	00000001,00000000,00000000,001c0000	0%	invariant
001432	ok	0%	00000001,00000000,00000000,001c0000	0%	en-US
001433	ok	%	00000001,00000000,00000000,001c0000	#.##%	invariant
001434	ok	%	00000001,00000000,00000000,001c0000	#.##%	en-US
001435	ok	0.0%	00000001,00000000,00000000,001c0000	0.0%	invariant
001436	ok	0.0%	00000001,00000000,00000000,001c0000	0.0%	en-US
001437	ok	00000	00000001,00000000,00000000,001c0000	00000	invariant
001438	ok	00000	00000001,00000000,00000000,001c0000	00000	en-US
001439	ok	00	00000001,00000000,00000000,001c0000	###00.##	invariant
001440	ok	00	00000001,00000000,00000000,001c0000	###00.##	en-US
001441	ok	\e	00000001,00000000,00000000,001c0000	.##	invariant
001442	ok	\e	00000001,00000000,00000000,001c0000	.##	en-US
001443	ok	\e	00000001,00000000,00000000,001c0000	#.	invariant
001444	ok	\e	00000001,00000000,00000000,001c0000	#.	en-US
001445	ok	1.0E-28	00000001,00000000,00000000,001c0000	0.0E+0	invariant
001446	ok	1.0E-28	00000001,00000000,00000000,001c0000	0.0E+0	en-US
001447	ok	1.0E-28	00000001,00000000,00000000,001c0000	0.0E-0	invariant
001448	ok	1.0E-28	00000001,00000000,00000000,001c0000	0.0E-0	en-US
001449	ok	1E-28	00000001,00000000,00000000,001c0000	#.##E+00	invariant
001450	ok	1E-28	00000001,00000000,00000000,001c0000	#.##E+00	en-US
001451	ok	1E-28	00000001,00000000,00000000,001c0000	0E0	invariant
