# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	input	style	culture
000458	ok	9999999a,99999999,19999999,001b0000	7.92281625142643375935439503355	number	en-US
000459	ok	9999999a,99999999,19999999,001b0000	7.92281625142643375935439503355	float	invariant
000460	ok	9999999a,99999999,19999999,001b0000	7.92281625142643375935439503355	float	en-US
000461	ok	9999999a,99999999,19999999,001b0000	7.92281625142643375935439503355	any	invariant
000462	ok	9999999a,99999999,19999999,001b0000	7.92281625142643375935439503355	any	en-US
000463	format	-	7.92281625142643375935439503355	integer	invariant
000464	format	-	7.92281625142643375935439503355	integer	en-US
000465	ok	0000006e,00000000,00000000,00020000	1.10	number	invariant
000466	ok	0000006e,00000000,00000000,00020000	1.10	number	en-US
000467	ok	0000006e,00000000,00000000,00020000	1.10	float	invariant
000468	ok	0000006e,00000000,00000000,00020000	1.10	float	en-US
000469	ok	0000006e,00000000,00000000,00020000	1.10	any	invariant
000470	ok	0000006e,00000000,00000000,00020000	1.10	any	en-US
000471	format	-	1.10	integer	invariant
000472	format	-	1.10	integer	en-US
000473	ok	0000044c,00000000,00000000,00030000	1.100	number	invariant
000474	ok	0000044c,00000000,00000000,00030000	1.100	number	en-US
000475	ok	0000044c,00000000,00000000,00030000	1.100	float	invariant
000476	ok	0000044c,00000000,00000000,00030000	1.100	float	en-US
000477	ok	0000044c,00000000,00000000,00030000	1.100	any	invariant
000478	ok	0000044c,00000000,00000000,00030000	1.100	any	en-US
000479	format	-	1.100	integer	invariant
000480	format	-	1.100	integer	en-US
000481	ok	00002af8,00000000,00000000,00040000	1.1000	number	invariant
000482	ok	00002af8,00000000,00000000,00040000	1.1000	number	en-US
000483	ok	00002af8,00000000,00000000,00040000	1.1000	float	invariant
000484	ok	00002af8,00000000,00000000,00040000	1.1000	float	en-US
000485	ok	00002af8,00000000,00000000,00040000	1.1000	any	invariant
000486	ok	00002af8,00000000,00000000,00040000	1.1000	any	en-US
000487	format	-	1.1000	integer	invariant
000488	format	-	1.1000	integer	en-US
000489	ok	0000006e,00000000,00000000,80020000	-1.10	number	invariant
000490	ok	0000006e,00000000,00000000,80020000	-1.10	number	en-US
000491	ok	0000006e,00000000,00000000,80020000	-1.10	float	invariant
000492	ok	0000006e,00000000,00000000,80020000	-1.10	float	en-US
000493	ok	0000006e,00000000,00000000,80020000	-1.10	any	invariant
000494	ok	0000006e,00000000,00000000,80020000	-1.10	any	en-US
000495	format	-	-1.10	integer	invariant
000496	format	-	-1.10	integer	en-US
000497	ok	00000000,00000000,00000000,00020000	0.00	number	invariant
000498	ok	00000000,00000000,00000000,00020000	0.00	number	en-US
000499	ok	00000000,00000000,00000000,00020000	0.00	float	invariant
000500	ok	00000000,00000000,00000000,00020000	0.00	float	en-US
000501	ok	00000000,00000000,00000000,00020000	0.00	any	invariant
000502	ok	00000000,00000000,00000000,00020000	0.00	any	en-US
000503	format	-	0.00	integer	invariant
000504	format	-	0.00	integer	en-US
000505	ok	00000000,00000000,00000000,80020000	-0.00	number	invariant
000506	ok	00000000,00000000,00000000,80020000	-0.00	number	en-US
000507	ok	00000000,00000000,00000000,80020000	-0.00	float	invariant
000508	ok	00000000,00000000,00000000,80020000	-0.00	float	en-US
000509	ok	00000000,00000000,00000000,80020000	-0.00	any	invariant
000510	ok	00000000,00000000,00000000,80020000	-0.00	any	en-US
000511	format	-	-0.00	integer	invariant
000512	format	-	-0.00	integer	en-US
000513	ok	00000000,00000000,00000000,001b0000	0.000000000000000000000000000	number	invariant
000514	ok	00000000,00000000,00000000,001b0000	0.000000000000000000000000000	number	en-US
000515	ok	00000000,00000000,00000000,001b0000	0.000000000000000000000000000	float	invariant
000516	ok	00000000,00000000,00000000,001b0000	0.000000000000000000000000000	float	en-US
000517	ok	00000000,00000000,00000000,001b0000	0.000000000000000000000000000	any	invariant
000518	ok	00000000,00000000,00000000,001b0000	0.000000000000000000000000000	any	en-US
000519	format	-	0.000000000000000000000000000	integer	invariant
000520	format	-	0.000000000000000000000000000	integer	en-US
000521	ok	00002710,00000000,00000000,00020000	100.00	number	invariant
000522	ok	00002710,00000000,00000000,00020000	100.00	number	en-US
000523	ok	00002710,00000000,00000000,00020000	100.00	float	invariant
000524	ok	00002710,00000000,00000000,00020000	100.00	float	en-US
000525	ok	00002710,00000000,00000000,00020000	100.00	any	invariant
000526	ok	00002710,00000000,00000000,00020000	100.00	any	en-US
000527	format	-	100.00	integer	invariant
000528	format	-	100.00	integer	en-US
000529	ok	00000000,00000000,00000000,001c0000	0.0000000000000000000000000000	number	invariant
000530	ok	00000000,00000000,00000000,001c0000	0.0000000000000000000000000000	number	en-US
000531	ok	00000000,00000000,00000000,001c0000	0.0000000000000000000000000000	float	invariant
000532	ok	00000000,00000000,00000000,001c0000	0.0000000000000000000000000000	float	en-US
000533	ok	00000000,00000000,00000000,001c0000	0.0000000000000000000000000000	any	invariant
000534	ok	00000000,00000000,00000000,001c0000	0.0000000000000000000000000000	any	en-US
000535	format	-	0.0000000000000000000000000000	integer	invariant
000536	format	-	0.0000000000000000000000000000	integer	en-US
000537	format	-	\e	number	invariant
000538	format	-	\e	number	en-US
000539	format	-	\e	float	invariant
000540	format	-	\e	float	en-US
000541	format	-	\e	any	invariant
000542	format	-	\e	any	en-US
000543	format	-	\e	integer	invariant
000544	format	-	\e	integer	en-US
000545	format	-	 	number	invariant
000546	format	-	 	number	en-US
000547	format	-	 	float	invariant
000548	format	-	 	float	en-US
000549	format	-	 	any	invariant
000550	format	-	 	any	en-US
000551	format	-	 	integer	invariant
000552	format	-	 	integer	en-US
000553	format	-	\t	number	invariant
000554	format	-	\t	number	en-US
000555	format	-	\t	float	invariant
000556	format	-	\t	float	en-US
000557	format	-	\t	any	invariant
000558	format	-	\t	any	en-US
000559	format	-	\t	integer	invariant
000560	format	-	\t	integer	en-US
000561	format	-	.	number	invariant
000562	format	-	.	number	en-US
000563	format	-	.	float	invariant
000564	format	-	.	float	en-US
000565	format	-	.	any	invariant
000566	format	-	.	any	en-US
000567	format	-	.	integer	invariant
000568	format	-	.	integer	en-US
000569	format	-	-	number	invariant
000570	format	-	-	number	en-US
000571	format	-	-	float	invariant
000572	format	-	-	float	en-US
000573	format	-	-	any	invariant
000574	format	-	-	any	en-US
000575	format	-	-	integer	invariant
000576	format	-	-	integer	en-US
000577	format	-	+	number	invariant
000578	format	-	+	number	en-US
000579	format	-	+	float	invariant
000580	format	-	+	float	en-US
000581	format	-	+	any	invariant
000582	format	-	+	any	en-US
000583	format	-	+	integer	invariant
000584	format	-	+	integer	en-US
000585	format	-	--1	number	invariant
000586	format	-	--1	number	en-US
000587	format	-	--1	float	invariant
000588	format	-	--1	float	en-US
000589	format	-	--1	any	invariant
000590	format	-	--1	any	en-US
000591	format	-	--1	integer	invariant
000592	format	-	--1	integer	en-US
000593	format	-	1-2	number	invariant
000594	format	-	1-2	number	en-US
000595	format	-	1-2	float	invariant
000596	format	-	1-2	float	en-US
000597	format	-	1-2	any	invariant
000598	format	-	1-2	any	en-US
000599	format	-	1-2	integer	invariant
000600	format	-	1-2	integer	en-US
000601	format	-	1.2.3	number	invariant
000602	format	-	1.2.3	number	en-US
000603	format	-	1.2.3	float	invariant
000604	format	-	1.2.3	float	en-US
000605	format	-	1.2.3	any	invariant
000606	format	-	1.2.3	any	en-US
000607	format	-	1.2.3	integer	invariant
000608	format	-	1.2.3	integer	en-US
000609	format	-	1..2	number	invariant
000610	format	-	1..2	number	en-US
000611	format	-	1..2	float	invariant
000612	format	-	1..2	float	en-US
000613	format	-	1..2	any	invariant
000614	format	-	1..2	any	en-US
000615	format	-	1..2	integer	invariant
000616	format	-	1..2	integer	en-US
000617	format	-	abc	number	invariant
000618	format	-	abc	number	en-US
000619	format	-	abc	float	invariant
000620	format	-	abc	float	en-US
000621	format	-	abc	any	invariant
000622	format	-	abc	any	en-US
000623	format	-	abc	integer	invariant
000624	format	-	abc	integer	en-US
000625	format	-	12abc	number	invariant
000626	format	-	12abc	number	en-US
000627	format	-	12abc	float	invariant
000628	format	-	12abc	float	en-US
000629	format	-	12abc	any	invariant
000630	format	-	12abc	any	en-US
000631	format	-	12abc	integer	invariant
000632	format	-	12abc	integer	en-US
000633	format	-	ysaidufljasdf	number	invariant
000634	format	-	ysaidufljasdf	number	en-US
000635	format	-	ysaidufljasdf	float	invariant
000636	format	-	ysaidufljasdf	float	en-US
000637	format	-	ysaidufljasdf	any	invariant
000638	format	-	ysaidufljasdf	any	en-US
000639	format	-	ysaidufljasdf	integer	invariant
000640	format	-	ysaidufljasdf	integer	en-US
000641	format	-	0x10	number	invariant
000642	format	-	0x10	number	en-US
000643	format	-	0x10	float	invariant
000644	format	-	0x10	float	en-US
000645	format	-	0x10	any	invariant
000646	format	-	0x10	any	en-US
000647	format	-	0x10	integer	invariant
000648	format	-	0x10	integer	en-US
000649	format	-	1_000	number	invariant
000650	format	-	1_000	number	en-US
000651	format	-	1_000	float	invariant
000652	format	-	1_000	float	en-US
000653	format	-	1_000	any	invariant
000654	format	-	1_000	any	en-US
000655	format	-	1_000	integer	invariant
000656	format	-	1_000	integer	en-US
000657	format	-	NaN	number	invariant
000658	format	-	NaN	number	en-US
000659	format	-	NaN	float	invariant
000660	format	-	NaN	float	en-US
000661	format	-	NaN	any	invariant
000662	format	-	NaN	any	en-US
000663	format	-	NaN	integer	invariant
000664	format	-	NaN	integer	en-US
000665	format	-	Infinity	number	invariant
000666	format	-	Infinity	number	en-US
000667	format	-	Infinity	float	invariant
000668	format	-	Infinity	float	en-US
000669	format	-	Infinity	any	invariant
000670	format	-	Infinity	any	en-US
000671	format	-	Infinity	integer	invariant
000672	format	-	Infinity	integer	en-US
000673	format	-	-Infinity	number	invariant
000674	format	-	-Infinity	number	en-US
000675	format	-	-Infinity	float	invariant
000676	format	-	-Infinity	float	en-US
000677	format	-	-Infinity	any	invariant
000678	format	-	-Infinity	any	en-US
000679	format	-	-Infinity	integer	invariant
000680	format	-	-Infinity	integer	en-US
000681	format	-	1e	number	invariant
000682	format	-	1e	number	en-US
000683	format	-	1e	float	invariant
000684	format	-	1e	float	en-US
000685	format	-	1e	any	invariant
000686	format	-	1e	any	en-US
000687	format	-	1e	integer	invariant
000688	format	-	1e	integer	en-US
000689	format	-	e5	number	invariant
000690	format	-	e5	number	en-US
000691	format	-	e5	float	invariant
000692	format	-	e5	float	en-US
000693	format	-	e5	any	invariant
000694	format	-	e5	any	en-US
000695	format	-	e5	integer	invariant
000696	format	-	e5	integer	en-US
000697	format	-	1e+	number	invariant
000698	format	-	1e+	number	en-US
000699	format	-	1e+	float	invariant
000700	format	-	1e+	float	en-US
000701	format	-	1e+	any	invariant
000702	format	-	1e+	any	en-US
000703	format	-	1e+	integer	invariant
000704	format	-	1e+	integer	en-US
000705	format	-	1e-	number	invariant
000706	format	-	1e-	number	en-US
000707	format	-	1e-	float	invariant
000708	format	-	1e-	float	en-US
000709	format	-	1e-	any	invariant
000710	format	-	1e-	any	en-US
000711	format	-	1e-	integer	invariant
000712	format	-	1e-	integer	en-US
000713	format	-	1e999999	number	invariant
000714	format	-	1e999999	number	en-US
000715	overflow	-	1e999999	float	invariant
000716	overflow	-	1e999999	float	en-US
000717	overflow	-	1e999999	any	invariant
000718	overflow	-	1e999999	any	en-US
000719	format	-	1e999999	integer	invariant
000720	format	-	1e999999	integer	en-US
000721	format	-	(1.5	number	invariant
000722	format	-	(1.5	number	en-US
000723	format	-	(1.5	float	invariant
000724	format	-	(1.5	float	en-US
000725	format	-	(1.5	any	invariant
000726	format	-	(1.5	any	en-US
000727	format	-	(1.5	integer	invariant
000728	format	-	(1.5	integer	en-US
000729	format	-	1.5)	number	invariant
000730	format	-	1.5)	number	en-US
000731	format	-	1.5)	float	invariant
000732	format	-	1.5)	float	en-US
000733	format	-	1.5)	any	invariant
000734	format	-	1.5)	any	en-US
000735	format	-	1.5)	integer	invariant
000736	format	-	1.5)	integer	en-US
000737	format	-	()	number	invariant
000738	format	-	()	number	en-US
000739	format	-	()	float	invariant
000740	format	-	()	float	en-US
000741	format	-	()	any	invariant
000742	format	-	()	any	en-US
000743	format	-	()	integer	invariant
000744	format	-	()	integer	en-US
000745	ok	000004d2,00000000,00000000,00000000	1,,234	number	invariant
000746	ok	000004d2,00000000,00000000,00000000	1,,234	number	en-US
000747	format	-	1,,234	float	invariant
000748	format	-	1,,234	float	en-US
000749	ok	000004d2,00000000,00000000,00000000	1,,234	any	invariant
000750	ok	000004d2,00000000,00000000,00000000	1,,234	any	en-US
000751	format	-	1,,234	integer	invariant
000752	format	-	1,,234	integer	en-US
000753	format	-	,	number	invariant
000754	format	-	,	number	en-US
000755	format	-	,	float	invariant
000756	format	-	,	float	en-US
000757	format	-	,	any	invariant
000758	format	-	,	any	en-US
000759	format	-	,	integer	invariant
000760	format	-	,	integer	en-US
000761	format	-	1 234	number	invariant
000762	format	-	1 234	number	en-US
000763	format	-	1 234	float	invariant
000764	format	-	1 234	float	en-US
000765	format	-	1 234	any	invariant
000766	format	-	1 234	any	en-US
000767	format	-	1 234	integer	invariant
000768	format	-	1 234	integer	en-US
000769	format	-	- 1	number	invariant
000770	format	-	- 1	number	en-US
000771	format	-	- 1	float	invariant
000772	format	-	- 1	float	en-US
000773	format	-	- 1	any	invariant
000774	format	-	- 1	any	en-US
000775	format	-	- 1	integer	invariant
000776	format	-	- 1	integer	en-US
000777	ok	00000001,00000000,00000000,80000000	1 -	number	invariant
000778	ok	00000001,00000000,00000000,80000000	1 -	number	en-US
000779	format	-	1 -	float	invariant
000780	format	-	1 -	float	en-US
000781	ok	00000001,00000000,00000000,80000000	1 -	any	invariant
000782	ok	00000001,00000000,00000000,80000000	1 -	any	en-US
000783	format	-	1 -	integer	invariant
000784	format	-	1 -	integer	en-US
000785	format	-	$	number	invariant
000786	format	-	$	number	en-US
000787	format	-	$	float	invariant
000788	format	-	$	float	en-US
000789	format	-	$	any	invariant
000790	format	-	$	any	en-US
000791	format	-	$	integer	invariant
000792	format	-	$	integer	en-US
000793	format	-	()1	number	invariant
000794	format	-	()1	number	en-US
000795	format	-	()1	float	invariant
000796	format	-	()1	float	en-US
000797	format	-	()1	any	invariant
000798	format	-	()1	any	en-US
000799	format	-	()1	integer	invariant
000800	format	-	()1	integer	en-US
000801	format	-	1()	number	invariant
000802	format	-	1()	number	en-US
000803	format	-	1()	float	invariant
000804	format	-	1()	float	en-US
000805	format	-	1()	any	invariant
000806	format	-	1()	any	en-US
000807	format	-	1()	integer	invariant
000808	format	-	1()	integer	en-US
000809	format	-	+-1	number	invariant
000810	format	-	+-1	number	en-US
000811	format	-	+-1	float	invariant
000812	format	-	+-1	float	en-US
000813	format	-	+-1	any	invariant
000814	format	-	+-1	any	en-US
000815	format	-	+-1	integer	invariant
000816	format	-	+-1	integer	en-US
000817	format	-	-+1	number	invariant
000818	format	-	-+1	number	en-US
000819	format	-	-+1	float	invariant
000820	format	-	-+1	float	en-US
000821	format	-	-+1	any	invariant
000822	format	-	-+1	any	en-US
000823	format	-	-+1	integer	invariant
000824	format	-	-+1	integer	en-US
000825	format	-	1.5-+	number	invariant
000826	format	-	1.5-+	number	en-US
000827	format	-	1.5-+	float	invariant
000828	format	-	1.5-+	float	en-US
000829	format	-	1.5-+	any	invariant
000830	format	-	1.5-+	any	en-US
000831	format	-	1.5-+	integer	invariant
000832	format	-	1.5-+	integer	en-US
000833	format	-	((1))	number	invariant
000834	format	-	((1))	number	en-US
000835	format	-	((1))	float	invariant
000836	format	-	((1))	float	en-US
000837	format	-	((1))	any	invariant
000838	format	-	((1))	any	en-US
000839	format	-	((1))	integer	invariant
000840	format	-	((1))	integer	en-US
