# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a
000330	ok	cf47316e,6bc1c0c3,c60c8fff,001c0000	cf47316e,6bc1c0c3,c60c8fff,801c0000
000331	ok	3edfa3b5,fd5c456b,00000000,00120000	3edfa3b5,fd5c456b,00000000,00120000
000332	ok	191d2ae2,00000000,00000000,00110000	191d2ae2,00000000,00000000,00110000
000333	ok	5a853ac2,1f508d31,00000000,00020000	5a853ac2,1f508d31,00000000,00020000
000334	ok	46369197,4f8ca8c3,00000000,00030000	46369197,4f8ca8c3,00000000,00030000
000335	ok	97bf5b37,00000000,03b605d4,00130000	97bf5b37,00000000,03b605d4,80130000
000336	ok	d4c85835,4ceef24f,00000000,001a0000	d4c85835,4ceef24f,00000000,801a0000
000337	ok	48c45563,49b97965,00000000,00090000	48c45563,49b97965,00000000,00090000
000338	ok	9ce983b3,00000000,00000000,001b0000	9ce983b3,00000000,00000000,001b0000
000339	ok	a2d7f60d,fe0c5cc5,00000000,00000000	a2d7f60d,fe0c5cc5,00000000,80000000
000340	ok	3cd1f2fb,59b17ca0,65006abd,001b0000	3cd1f2fb,59b17ca0,65006abd,001b0000
000341	ok	8a6e905f,00000000,00000000,00170000	8a6e905f,00000000,00000000,80170000
000342	ok	b68e8c9a,b108c407,00000000,000c0000	b68e8c9a,b108c407,00000000,800c0000
000343	ok	e890f863,a8fe9189,00000000,00090000	e890f863,a8fe9189,00000000,00090000
000344	ok	18959691,00000000,00000000,00070000	18959691,00000000,00000000,80070000
000345	ok	93900e6a,5789473d,bfec10fc,000a0000	93900e6a,5789473d,bfec10fc,800a0000
000346	ok	702fb1a0,6c57082d,00000000,00150000	702fb1a0,6c57082d,00000000,00150000
000347	ok	6f41b386,00000000,00000000,000a0000	6f41b386,00000000,00000000,000a0000
000348	ok	b5e8b74f,33bb234a,00000000,00100000	b5e8b74f,33bb234a,00000000,00100000
000349	ok	391669f4,74056a71,00000000,000c0000	391669f4,74056a71,00000000,000c0000
000350	ok	966a33c6,00000000,010087a2,00110000	966a33c6,00000000,010087a2,80110000
000351	ok	e11edfc6,15a7bc0b,00000000,000c0000	e11edfc6,15a7bc0b,00000000,800c0000
000352	ok	df8ba520,61a21214,00000000,00130000	df8ba520,61a21214,00000000,80130000
000353	ok	7221bae7,00000000,00000000,00030000	7221bae7,00000000,00000000,00030000
000354	ok	cfde81e0,31d32238,00000000,000d0000	cfde81e0,31d32238,00000000,000d0000
000355	ok	b46be033,93d49b91,cd5fc1b0,00020000	b46be033,93d49b91,cd5fc1b0,00020000
000356	ok	dc117d1c,00000000,00000000,000f0000	dc117d1c,00000000,00000000,800f0000
000357	ok	15ccc54a,77b3152f,00000000,00150000	15ccc54a,77b3152f,00000000,80150000
000358	ok	d3f05d6b,525876dd,00000000,001c0000	d3f05d6b,525876dd,00000000,001c0000
000359	ok	96b3365c,00000000,00000000,00030000	96b3365c,00000000,00000000,80030000
000360	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000
000361	ok	7d154014,3275fdaf,00000000,000c0000	7d154014,3275fdaf,00000000,800c0000
000362	ok	b16e85cb,00000000,00000000,00000000	b16e85cb,00000000,00000000,80000000
000363	ok	9ead7a20,ec784fda,00000000,000a0000	9ead7a20,ec784fda,00000000,800a0000
000364	ok	73dc518e,aec9b893,00000000,001a0000	73dc518e,aec9b893,00000000,001a0000
000365	ok	6861ced2,00000000,41ce1518,00100000	6861ced2,00000000,41ce1518,00100000
000366	ok	943e1d64,4726bd0c,00000000,000c0000	943e1d64,4726bd0c,00000000,800c0000
000367	ok	63c16414,1c2ee99b,00000000,00120000	63c16414,1c2ee99b,00000000,80120000
000368	ok	87fb0d53,00000000,00000000,00090000	87fb0d53,00000000,00000000,80090000
000369	ok	a1310f5d,4ad356be,00000000,000f0000	a1310f5d,4ad356be,00000000,800f0000
000370	ok	38d387c3,2a1c1a81,31aa1dd2,001c0000	38d387c3,2a1c1a81,31aa1dd2,001c0000
000371	ok	f3837e00,00000000,00000000,00050000	f3837e00,00000000,00000000,00050000
000372	ok	e38eab4f,2d2fc36c,00000000,00020000	e38eab4f,2d2fc36c,00000000,80020000
000373	ok	94768a22,b900aeae,00000000,00160000	94768a22,b900aeae,00000000,80160000
000374	ok	0cf8c03f,00000000,00000000,00040000	0cf8c03f,00000000,00000000,80040000
000375	ok	ec5028d2,61c0fa16,6d61b52f,00150000	ec5028d2,61c0fa16,6d61b52f,80150000
000376	ok	705e48d9,dfc16262,00000000,001c0000	705e48d9,dfc16262,00000000,801c0000
000377	ok	aeb77681,00000000,00000000,00140000	aeb77681,00000000,00000000,80140000
000378	ok	57189a62,b8397a44,00000000,000f0000	57189a62,b8397a44,00000000,000f0000
000379	ok	802e29fc,c9a93fc6,00000000,00070000	802e29fc,c9a93fc6,00000000,80070000
000380	ok	fc555251,00000000,d46e2cf7,000a0000	fc555251,00000000,d46e2cf7,000a0000
000381	ok	d777b21a,3040b9de,00000000,00020000	d777b21a,3040b9de,00000000,80020000
000382	ok	a9862658,de9fa8e6,00000000,000c0000	a9862658,de9fa8e6,00000000,800c0000
000383	ok	bb314368,00000000,00000000,00010000	bb314368,00000000,00000000,00010000
000384	ok	d6824d87,2ba4fff0,00000000,000a0000	d6824d87,2ba4fff0,00000000,800a0000
000385	ok	a443e376,381510d8,23412553,00070000	a443e376,381510d8,23412553,80070000
000386	ok	7993ff0d,00000000,00000000,000a0000	7993ff0d,00000000,00000000,000a0000
000387	ok	e2332474,d5de3642,00000000,000b0000	e2332474,d5de3642,00000000,800b0000
000388	ok	417cf478,982bf50c,00000000,00130000	417cf478,982bf50c,00000000,80130000
000389	ok	a2127ae5,00000000,00000000,000f0000	a2127ae5,00000000,00000000,800f0000
000390	ok	f869e17d,a2dc27a6,6da59101,00160000	f869e17d,a2dc27a6,6da59101,80160000
000391	ok	75f072c2,46166cef,00000000,000e0000	75f072c2,46166cef,00000000,000e0000
000392	ok	b3305b47,00000000,00000000,000d0000	b3305b47,00000000,00000000,000d0000
000393	ok	7e957b16,087472e7,00000000,00060000	7e957b16,087472e7,00000000,80060000
000394	ok	c5c3eb6c,8f4772e5,00000000,00020000	c5c3eb6c,8f4772e5,00000000,80020000
000395	ok	a21b3aff,00000000,5fdb3568,00170000	a21b3aff,00000000,5fdb3568,00170000
000396	ok	e8284d49,b688f2db,00000000,000d0000	e8284d49,b688f2db,00000000,800d0000
000397	ok	ccdd5bfc,e7a77979,00000000,00070000	ccdd5bfc,e7a77979,00000000,00070000
000398	ok	6c9e8d83,00000000,00000000,00030000	6c9e8d83,00000000,00000000,80030000
000399	ok	059f3a19,b76001de,00000000,000d0000	059f3a19,b76001de,00000000,000d0000
000400	ok	89adbee7,5f4328bc,b7fbcd4b,00190000	89adbee7,5f4328bc,b7fbcd4b,00190000
000401	ok	ae94087f,00000000,00000000,00100000	ae94087f,00000000,00000000,00100000
000402	ok	d51e409b,443b114b,00000000,000b0000	d51e409b,443b114b,00000000,000b0000
000403	ok	4d47f7ad,cb227a08,00000000,00080000	4d47f7ad,cb227a08,00000000,00080000
000404	ok	35af5cc6,00000000,00000000,00140000	35af5cc6,00000000,00000000,00140000
